"","source","target","value"
"2060",27048,13990,1
"1085",27050,26591,1
"19287",27053,13378,1
"158",27054,8058,1
"8379",27056,16151,1
"22169",27057,28317,1
"12476",27058,21862,1
"2114",27059,29880,1
"16996",27061,15866,1
"17474",27062,779,1
"17665",27063,6354,1
"16900",27064,17126,1
"6418",27065,28041,1
"22463",27067,3500,1
"16757",27068,14697,1
"9010",27069,5549,1
"3820",27070,19336,1
"539",27072,4827,1
"12293",27073,21463,1
"4929",27074,10633,1
"8005",27075,9866,1
"5280",27076,8659,1
"18556",27077,25984,1
"20696",27078,8953,1
"22611",27079,11850,1
"8296",27083,10849,1
"7945",27085,11240,1
"6367",27086,12009,2
"9741",27087,28438,1
"11518",27088,3527,1
"16",27089,23507,1
"2937",27089,5862,1
"6203",27090,7123,1
"408",27091,20829,1
"21436",27092,97,1
"21553",27093,17040,1
"2017",27094,20242,1
"18626",27095,15310,1
"24322",27095,21873,1
"5157",27096,22467,1
"13217",27098,24443,1
"1185",27099,15895,1
"3439",27099,1526,1
"8926",27100,25099,1
"17073",27101,26200,1
"9496",27105,4696,1
"14966",27106,1614,1
"15053",27106,25147,1
"16287",27106,24285,1
"18560",27107,17799,1
"19189",27108,9225,1
"2927",27109,10367,1
"3952",27110,27492,1
"12302",27111,11460,1
"5178",27112,779,1
"350",27114,22467,1
"17876",27115,10154,1
"5789",27116,26869,1
"15808",27119,23408,1
"13875",27120,18452,1
"21527",27122,10488,1
"9556",27123,5940,1
"14180",27124,6533,1
"15245",27125,22467,1
"21545",27127,26200,1
"5678",27128,22467,1
"9714",27129,10488,1
"12618",27130,18003,1
"10996",27131,26200,1
"17572",27132,23270,1
"236",27134,24541,1
"16964",27135,3737,1
"1092",27136,14036,1
"17879",27137,24541,1
"15959",27139,8779,1
"19144",27140,23417,1
"7345",27141,26371,1
"18738",27143,1162,1
"24616",27144,9532,1
"10335",27145,14962,1
"22029",27147,159,1
"16978",27148,16402,1
"18808",27150,19087,1
"6366",27151,26072,1
"5748",27152,17839,1
"17727",27153,19313,1
"4957",27154,668,1
"7995",27156,8299,1
"2636",27157,1767,1
"279",27158,19215,1
"13645",27159,7123,1
"14181",27159,26869,1
"14253",27159,15060,1
"19693",27159,20552,1
"579",27160,19231,1
"11454",27161,284,1
"23249",27162,5926,1
"1363",27163,27492,1
"21003",27165,13427,1
"11396",27166,26584,1
"19695",27168,14036,1
"1737",27169,5201,1
"24615",27169,18918,1
"2499",27170,25677,1
"3291",27172,24443,1
"9647",27173,779,1
"5458",27174,7681,1
"22066",27175,6465,1
"174",27176,16044,1
"3817",27177,2961,1
"15575",27178,5835,1
"5635",27179,24969,1
"21293",27180,26869,1
"18883",27181,14370,1
"2763",27182,14036,1
"16674",27185,11419,1
"15690",27186,15655,1
"23586",27187,10488,1
"19412",27188,26664,1
"1686",27189,19402,1
"18208",27189,27645,1
"6757",27190,28789,1
"15822",27190,6773,1
"15658",27191,6533,1
"2432",27192,284,1
"18444",27193,3390,1
"9887",27194,16044,1
"9958",27195,1387,1
"5153",27196,26200,1
"2633",27197,6374,1
"21663",27198,28103,1
"20334",27200,20317,1
"8953",27202,14788,1
"16367",27205,15655,1
"24566",27206,1781,1
"21600",27207,19286,1
"24412",27208,8976,1
"17062",27210,6549,1
"14098",27211,26919,1
"20812",27212,4696,1
"24617",27213,15884,1
"16113",27215,7927,1
"13933",27216,14678,1
"6871",27218,10633,1
"10617",27221,2201,1
"17290",27222,17587,1
"21584",27222,10633,1
"11319",27223,21796,1
"22206",27224,6815,1
"24767",27225,27946,1
"8692",27226,2629,1
"21754",27228,27292,1
"14457",27229,14678,1
"24084",27231,8951,1
"1805",27232,26403,1
"24401",27232,26735,1
"19478",27233,777,1
"18602",27234,3597,1
"17744",27235,28103,1
"13539",27238,12731,1
"22103",27239,29713,1
"21688",27240,8421,1
"1044",27241,5277,1
"4777",27242,6533,1
"16597",27243,12910,1
"6150",27244,18933,1
"6157",27247,18807,1
"5514",27248,10279,1
"24166",27249,1880,1
"2895",27250,24266,1
"20517",27251,20317,1
"16916",27253,2331,1
"8410",27254,22661,1
"15502",27255,18801,1
"2476",27256,14036,1
"15780",27257,2097,1
"15684",27258,29821,1
"20140",27259,27676,1
"15028",27261,27525,1
"7032",27262,19817,1
"7579",27263,19290,1
"4377",27264,14036,1
"15910",27265,26450,1
"9847",27266,19290,1
"14114",27267,24320,1
"24348",27269,24443,1
"24721",27270,1424,1
"14598",27271,14733,1
"5508",27272,18933,1
"21296",27274,25126,1
"21602",27275,5823,1
"21625",27276,24378,1
"15179",27277,8299,1
"2303",27278,10488,1
"4522",27279,279,1
"19238",27280,25968,1
"23142",27282,23619,1
"16388",27283,22013,1
"22445",27286,13964,1
"12985",27287,779,1
"4743",27288,18892,1
"5788",27289,19312,1
"2397",27290,19589,1
"7802",27291,1009,1
"23577",27293,8385,1
"8849",27295,20453,1
"20411",27296,22467,1
"6999",27297,7873,1
"14328",27297,11505,1
"11860",27299,23266,1
"20894",27301,7123,1
"1617",27302,3737,1
"23668",27303,21069,1
"5422",27304,26869,1
"18531",27305,26200,1
"12648",27307,28895,1
"12079",27308,14751,1
"21055",27308,10817,1
"23110",27308,15395,1
"22573",27310,26200,1
"21755",27313,3323,1
"13391",27314,28728,1
"16198",27315,10038,1
"2178",27316,23476,1
"15676",27317,16551,1
"23",27319,19290,1
"19371",27320,24320,2
"18501",27321,5412,1
"22510",27323,11927,1
"295",27324,22493,1
"2174",27324,29712,1
"12426",27327,24430,1
"19729",27328,1930,1
"22708",27330,25080,1
"13464",27334,19512,1
"18962",27337,14257,1
"2664",27338,29403,1
"24223",27340,28438,1
"15473",27343,26807,1
"1318",27346,17063,1
"15725",27347,22467,2
"3452",27348,12817,1
"20782",27348,23397,1
"9512",27350,17810,1
"1536",27351,6187,1
"18772",27352,28206,1
"16295",27353,9252,1
"6377",27354,6426,1
"7482",27354,284,1
"8160",27354,20057,1
"2605",27355,22905,1
"22347",27356,12688,1
"3089",27357,22698,1
"21608",27359,1571,1
"12177",27360,28895,1
"9213",27361,12061,1
"10807",27362,24746,1
"9793",27365,26976,1
"13121",27367,12185,1
"4268",27368,12872,1
"8343",27368,23242,1
"18259",27368,21218,1
"21788",27369,12824,1
"14407",27371,28041,1
"16529",27373,5171,1
"15089",27374,19312,1
"12154",27376,24541,1
"22232",27377,4092,1
"10420",27378,7437,1
"21126",27379,779,1
"4585",27380,18545,1
"20434",27381,13844,1
"1978",27382,25080,1
"16853",27382,22467,1
"16942",27383,25645,1
"2950",27384,26849,1
"4818",27385,16820,1
"6142",27386,25487,1
"18663",27386,3465,1
"17756",27387,15655,1
"18939",27387,9917,1
"11316",27389,29849,1
"14000",27390,6891,1
"11372",27391,10885,1
"19642",27391,9977,1
"24707",27391,11462,1
"2170",27392,14257,1
"22786",27394,28058,1
"21508",27395,13632,1
"6000",27396,297,1
"7612",27397,26200,1
"11924",27400,22467,1
"20226",27401,26549,1
"3858",27402,15997,1
"23380",27403,3323,1
"5930",27406,19902,1
"10908",27407,10488,1
"13045",27407,4725,1
"17776",27408,29488,1
"11019",27410,13101,1
"19110",27411,9259,1
"23444",27412,21373,1
"20962",27413,29635,1
"10810",27414,4491,1
"14908",27416,12563,1
"4864",27417,18287,1
"3687",27418,14036,1
"15471",27419,18673,1
"1997",27420,11036,1
"10722",27421,11508,1
"20339",27422,16346,1
"23911",27423,16464,1
"18044",27424,24266,1
"24305",27425,4202,1
"8507",27426,12452,1
"228",27427,27973,1
"111",27429,7477,1
"7237",27434,22467,1
"18532",27434,22215,1
"20878",27435,18983,1
"9943",27436,25475,1
"20735",27437,22467,1
"6591",27438,22889,1
"10548",27439,11521,1
"6265",27440,284,1
"9328",27441,29172,1
"7559",27442,23727,1
"6931",27443,22467,1
"13924",27444,29520,1
"16700",27446,6591,1
"8031",27447,3279,1
"15596",27448,29794,1
"14965",27449,24494,1
"17377",27450,24443,1
"9331",27451,29713,1
"11553",27451,26597,1
"15233",27451,8244,1
"24503",27451,7107,1
"24257",27452,779,1
"15326",27453,10376,1
"4853",27454,27860,1
"17281",27455,22732,1
"3341",27457,9098,1
"11695",27457,21856,1
"11256",27458,26343,1
"17539",27460,22467,1
"7283",27461,21537,1
"9994",27462,11570,1
"7833",27463,16179,1
"22275",27465,284,1
"14590",27466,779,1
"1290",27469,9643,1
"7526",27469,14114,1
"15477",27469,25836,1
"16923",27469,27028,1
"417",27471,22216,1
"4042",27471,3822,1
"6240",27472,26390,1
"11261",27473,14036,1
"9503",27474,2544,1
"6559",27475,26597,1
"19322",27476,9779,1
"3511",27477,13922,1
"20526",27478,14417,1
"14193",27480,1767,1
"4966",27481,24695,1
"13279",27484,21375,1
"9183",27486,24515,1
"14466",27488,7419,1
"10538",27489,17799,1
"20186",27490,21873,1
"22277",27491,11570,1
"20123",27493,15705,1
"9430",27494,4596,1
"19074",27495,23358,1
"17656",27496,22937,1
"7768",27497,1590,1
"1052",27499,16474,1
"8496",27500,15916,1
"16855",27501,12327,4
"10533",27502,26200,1
"723",27504,12539,1
"24263",27505,28041,1
"11292",27507,27525,1
"15984",27508,16329,1
"16229",27508,27853,1
"14202",27509,5151,1
"4137",27510,20801,1
"2920",27514,6886,1
"15526",27515,12196,1
"13361",27516,12909,1
"11047",27517,8768,1
"1112",27518,3932,1
"24656",27519,9098,1
"12526",27520,24350,1
"13119",27521,20317,1
"22256",27522,14336,1
"9536",27523,20622,1
"11913",27524,6465,1
"20945",27525,3323,1
"15063",27526,8665,1
"10591",27527,4929,1
"9708",27528,2628,1
"14223",27530,30078,1
"11343",27532,10154,1
"4812",27533,28200,1
"1066",27535,21433,1
"21918",27536,27456,1
"21317",27537,9587,1
"10235",27538,24276,1
"4907",27540,23309,1
"10994",27541,24697,1
"22848",27542,14036,1
"24112",27543,4943,1
"14007",27544,25381,1
"8079",27546,19184,1
"18921",27548,17740,1
"937",27549,5629,1
"11077",27550,24443,1
"22884",27551,6426,1
"13302",27552,4885,1
"75",27553,8068,1
"21027",27554,10488,1
"20950",27556,18125,1
"24425",27557,9819,1
"13209",27558,3957,1
"6944",27559,24885,1
"3806",27560,11068,1
"15062",27561,14980,1
"13516",27562,29083,1
"10404",27563,20638,1
"2733",27565,5219,1
"6430",27566,28132,1
"15680",27568,14010,1
"9237",27569,15866,1
"1506",27570,15204,1
"10002",27571,20731,1
"7111",27572,18053,1
"19893",27573,6080,1
"11722",27575,7925,1
"4539",27576,29939,1
"23842",27576,28895,1
"15937",27577,8790,1
"12881",27578,6360,1
"1829",27579,779,1
"16590",27579,22467,1
"14073",27581,7123,1
"8656",27582,441,1
"6411",27583,24378,1
"10764",27584,10488,1
"2368",27585,20661,1
"22133",27586,14654,1
"8664",27587,26597,1
"18814",27587,26869,1
"134",27590,14656,1
"3042",27591,27028,1
"23901",27592,23119,1
"7893",27593,10488,1
"760",27594,20317,1
"5033",27595,19884,1
"11952",27596,20079,1
"22331",27597,23836,1
"20375",27599,16760,1
"17601",27600,29488,1
"17349",27601,23313,1
"12646",27602,10895,1
"6747",27603,15877,1
"18497",27604,14247,1
"7506",27605,4639,1
"22058",27607,20342,1
"2183",27608,3715,1
"8288",27610,28031,1
"22037",27611,6489,1
"15606",27612,22467,1
"2789",27613,17799,1
"7593",27614,24964,1
"6583",27617,2038,1
"4091",27618,7033,2
"15025",27618,2841,4
"18047",27618,3157,1
"9843",27619,28111,1
"20099",27620,29866,1
"22722",27621,22467,1
"8843",27622,6533,1
"16209",27623,8510,1
"1224",27624,9209,1
"918",27625,670,1
"14863",27627,26869,1
"20103",27628,6090,1
"10514",27629,22697,1
"16481",27630,28418,1
"8154",27631,24541,1
"2804",27632,13294,1
"7273",27634,26057,1
"13028",27635,27485,1
"15375",27636,17126,1
"12894",27637,5008,1
"14773",27638,21195,1
"14118",27639,24248,1
"2885",27640,1807,1
"14585",27641,8665,1
"13109",27643,6376,1
"2896",27644,12973,1
"20563",27646,5499,1
"12290",27647,25126,1
"1676",27648,15866,1
"9787",27649,6904,1
"20907",27650,4712,1
"18316",27651,16902,1
"19779",27653,14866,1
"2500",27655,9744,1
"636",27656,26849,1
"9801",27657,8790,1
"18801",27657,60,1
"18006",27658,4905,1
"1404",27659,14036,1
"4394",27660,23946,1
"9705",27660,26869,1
"17482",27660,19200,1
"14575",27662,3026,1
"826",27663,20963,1
"5752",27664,13369,1
"16490",27666,8776,1
"22344",27667,28727,1
"3329",27668,19188,1
"352",27669,9405,1
"21447",27669,22467,1
"3485",27670,8593,1
"12190",27671,19525,1
"18755",27673,1849,1
"16272",27674,17799,1
"6982",27675,22467,1
"5155",27677,26533,1
"22088",27678,13235,1
"50",27680,23377,1
"22718",27682,8767,1
"1080",27686,29484,1
"18634",27686,26869,1
"19971",27686,5678,1
"14621",27687,17126,1
"24275",27688,16718,1
"9554",27689,23778,1
"3821",27690,26299,1
"490",27691,7637,1
"5337",27693,14036,1
"6784",27695,14036,1
"7491",27696,779,1
"13165",27696,28716,1
"7402",27697,19446,1
"759",27698,2234,1
"22937",27699,23270,1
"2064",27701,4924,1
"4721",27702,29535,1
"8984",27703,8983,1
"9308",27704,284,1
"21472",27705,2038,1
"20071",27707,779,1
"23250",27708,20317,1
"8776",27709,24443,1
"10498",27711,13325,1
"1011",27712,26869,1
"14756",27713,28590,1
"17286",27714,20458,1
"12039",27715,12696,1
"19965",27716,7748,1
"24042",27716,12883,1
"3486",27717,4140,1
"24000",27718,3076,1
"22125",27720,23850,1
"6259",27721,23143,1
"2037",27723,24320,1
"18311",27724,22071,1
"12385",27725,1631,1
"15173",27726,5392,1
"14693",27727,810,1
"23769",27729,20317,1
"17126",27730,11091,1
"23238",27731,16507,1
"7201",27732,24541,1
"11286",27733,21309,1
"11251",27734,9917,1
"11734",27735,26200,1
"12965",27736,26265,1
"23397",27737,14451,1
"4848",27738,21218,1
"19619",27740,8939,1
"4099",27741,20775,1
"20418",27742,19739,1
"19100",27743,8521,1
"5589",27744,407,1
"4019",27745,1571,1
"5700",27746,20999,1
"14824",27747,1625,1
"13763",27748,12964,1
"23747",27749,20906,1
"21218",27750,2395,1
"4056",27751,10488,1
"17824",27752,19751,1
"15465",27753,9184,1
"21672",27754,23264,1
"15295",27756,29022,1
"19122",27757,5842,1
"673",27758,24443,1
"13566",27759,8665,1
"8075",27760,18983,1
"14752",27760,21818,1
"6975",27764,2958,1
"12279",27765,805,1
"5329",27766,26597,1
"9561",27766,24378,1
"7463",27767,20033,1
"11170",27768,8790,1
"1097",27770,4040,1
"4632",27771,3786,1
"7725",27772,28176,1
"3298",27773,21818,1
"23116",27776,14733,1
"18194",27777,26200,1
"22096",27778,24556,1
"14006",27780,284,1
"7737",27781,12910,1
"15335",27782,4929,1
"19441",27783,6458,1
"22766",27784,12305,1
"16962",27785,10488,1
"12897",27786,5678,1
"22664",27787,21594,1
"9937",27788,779,1
"14486",27789,26200,1
"19017",27790,18078,1
"17009",27791,19568,1
"9389",27793,23270,1
"11367",27798,8665,1
"4802",27799,9199,1
"9238",27800,9472,1
"5087",27801,13888,1
"15737",27802,10997,1
"22738",27803,1908,1
"24126",27804,22859,1
"7298",27806,18432,1
"7863",27807,21657,1
"6895",27809,439,1
"9585",27810,23264,1
"13755",27811,22467,1
"4801",27812,4083,1
"24476",27812,29154,1
"4580",27813,28694,1
"13174",27813,9272,1
"23077",27814,7357,1
"12992",27816,20437,1
"687",27818,8794,1
"2488",27819,2706,1
"15653",27821,26869,1
"21821",27821,284,3
"24456",27822,28219,1
"19501",27823,18935,1
"2536",27824,24378,1
"19485",27826,26200,1
"24554",27827,2379,1
"1034",27828,11516,1
"12419",27829,14036,1
"24582",27830,2505,1
"22927",27831,21218,1
"6700",27832,19948,1
"1364",27833,10821,1
"13227",27834,5428,1
"3552",27836,1648,1
"4011",27836,11766,1
"10754",27837,2328,1
"18648",27838,22849,1
"7016",27839,26403,1
"10099",27840,26597,1
"839",27841,6465,1
"6381",27842,13819,1
"3653",27843,8790,1
"24776",27844,14036,1
"18773",27845,18624,1
"21673",27846,24145,1
"3388",27848,8340,1
"16337",27849,17799,1
"5479",27850,20906,1
"7275",27851,22467,1
"12736",27854,22810,1
"20251",27855,24800,1
"1537",27856,23877,1
"14845",27857,27167,1
"3354",27859,5678,1
"11724",27861,10633,1
"19234",27862,23727,1
"23278",27865,241,1
"15715",27866,17267,1
"142",27867,9689,1
"214",27867,23449,2
"10705",27869,1449,1
"14664",27870,22467,1
"6864",27871,4460,1
"20319",27874,19535,1
"15891",27876,23727,1
"9480",27877,7083,1
"13101",27878,880,1
"8917",27879,670,1
"23611",27880,23427,1
"23070",27881,13407,1
"22605",27882,25852,1
"7588",27883,7217,1
"23935",27884,29965,1
"15496",27885,14551,1
"1584",27886,779,1
"2287",27887,28694,1
"10832",27887,17126,1
"3543",27888,779,1
"11231",27889,29906,1
"15574",27890,17280,1
"4745",27892,10488,1
"7971",27893,1018,1
"16036",27896,779,1
"2128",27898,16721,1
"1888",27899,17126,1
"2490",27900,28895,1
"19757",27901,21218,1
"15161",27902,5678,1
"21259",27903,29648,1
"10292",27904,6246,1
"19531",27904,22467,1
"6722",27906,4696,1
"3714",27907,26490,1
"589",27909,28702,1
"5659",27910,25659,1
"18828",27911,23441,1
"5878",27912,8807,1
"12760",27914,895,1
"15648",27915,15763,1
"22",27916,22978,1
"5996",27916,8790,1
"6509",27916,24443,1
"15719",27917,2823,1
"15012",27918,28041,1
"8109",27919,7562,1
"7734",27922,1510,1
"4830",27923,5667,1
"10865",27927,12203,1
"11556",27931,24876,1
"16543",27932,779,1
"7892",27935,13903,2
"16385",27935,5678,1
"5105",27936,779,1
"20107",27938,3492,1
"21466",27939,17258,1
"22584",27940,8665,1
"18223",27941,21395,1
"16293",27942,24636,1
"4263",27943,13136,1
"3351",27944,2841,1
"14072",27945,26200,1
"9898",27947,8665,1
"20233",27948,29930,1
"13692",27949,16027,1
"13721",27950,20824,1
"22758",27951,14002,1
"14982",27952,19858,2
"5441",27953,29895,1
"131",27954,12640,1
"14958",27956,27889,1
"15417",27957,22971,1
"6274",27958,1967,1
"7952",27963,17802,1
"16167",27964,15784,1
"16358",27966,29013,1
"21697",27967,13204,1
"13440",27968,16723,1
"6555",27969,10633,1
"14110",27969,779,1
"18222",27970,15830,1
"17918",27971,10488,1
"5637",27972,17799,1
"19602",27975,25309,1
"9985",27976,26381,1
"12377",27977,26373,1
"17064",27978,19233,1
"19228",27979,16937,1
"15293",27982,25519,1
"6913",27983,18566,1
"6526",27984,26869,1
"8108",27985,23449,1
"637",27987,8953,1
"6772",27988,20317,1
"13145",27990,27805,1
"16930",27992,29673,1
"21513",27994,9132,1
"6032",27995,17126,1
"11176",27995,5763,1
"14794",27996,25479,1
"17627",27997,28041,1
"11217",27999,23663,1
"2243",28001,29358,1
"3878",28004,8299,1
"19161",28007,7023,1
"19864",28008,6150,1
"22327",28010,15904,1
"2849",28011,15784,1
"10105",28012,5208,1
"18491",28013,779,1
"23626",28013,13785,1
"12456",28014,13082,1
"19489",28015,25617,1
"22194",28016,8665,1
"17917",28017,28895,1
"9521",28018,18061,1
"1503",28020,27926,1
"24578",28021,19884,1
"16197",28022,28456,1
"8448",28024,27309,1
"23259",28025,4763,1
"4590",28026,7681,1
"12327",28028,17407,1
"16744",28029,11980,1
"21316",28029,11166,1
"12171",28032,746,1
"11898",28033,28555,1
"21101",28034,24471,1
"12748",28035,1648,1
"9318",28036,14513,1
"13477",28037,2434,1
"24535",28039,28041,1
"4474",28040,3383,1
"22693",28040,26510,1
"12",28042,16829,1
"4664",28042,6939,1
"18948",28043,11266,1
"22036",28044,22467,1
"13931",28045,17336,1
"13110",28046,233,1
"18832",28047,10488,1
"8049",28048,779,1
"4259",28049,18958,1
"18893",28050,28085,1
"17078",28051,11277,1
"19205",28052,28133,1
"5545",28053,5392,1
"4879",28054,22680,1
"2557",28055,26866,1
"20168",28055,19451,1
"20013",28056,22680,1
"443",28058,27394,1
"6666",28059,7823,1
"9221",28059,24457,1
"14708",28060,25080,1
"6971",28061,8659,1
"9316",28061,22879,1
"5133",28064,10633,1
"20234",28065,26768,1
"15751",28066,24342,1
"281",28067,2526,1
"17645",28069,3404,1
"17803",28071,11166,1
"23057",28072,15655,1
"335",28073,27008,1
"1237",28075,10754,1
"7165",28078,29876,1
"8925",28079,6159,1
"9912",28080,6523,1
"23664",28081,24089,1
"5048",28082,28292,1
"8840",28086,779,1
"14644",28087,15614,1
"16959",28089,7110,1
"6465",28090,16044,1
"17077",28091,12107,1
"11910",28092,26494,1
"23246",28093,14247,1
"4087",28094,18092,1
"2951",28095,12824,1
"8104",28096,11925,1
"3780",28097,24443,1
"7344",28097,9643,1
"17551",28097,27209,1
"20859",28098,26200,1
"2543",28099,23449,1
"11663",28099,25079,1
"9214",28100,23646,1
"17000",28101,22467,1
"11423",28102,13218,1
"17299",28106,5678,1
"8152",28107,407,1
"1288",28108,2705,1
"23959",28109,5392,1
"17322",28110,11547,1
"11308",28112,25831,1
"10225",28114,14257,1
"24171",28115,9351,1
"22187",28116,14036,1
"3073",28117,26822,1
"11020",28118,10632,1
"14573",28120,4897,1
"16284",28120,559,1
"13221",28121,10201,1
"1361",28122,10488,1
"7014",28123,29899,1
"20064",28124,1476,1
"23535",28125,27023,1
"17508",28126,29930,1
"18649",28127,4499,1
"12431",28128,18931,1
"4262",28129,8965,1
"18581",28130,12816,1
"21488",28131,28895,1
"20406",28132,3737,1
"11447",28135,21320,1
"24293",28136,12179,1
"23591",28143,17180,1
"11180",28144,25999,1
"13013",28145,17126,1
"5411",28146,284,1
"16185",28148,8129,1
"12226",28149,14697,1
"24570",28149,14445,1
"20000",28150,1223,1
"6144",28151,28219,1
"20468",28152,20317,1
"16247",28153,6426,1
"17619",28154,4300,1
"17091",28155,11091,1
"12411",28156,25719,1
"16593",28157,20752,1
"18961",28159,779,1
"4387",28160,8136,1
"20911",28161,22467,1
"8024",28163,24320,1
"11410",28163,7477,1
"1666",28164,14974,2
"12204",28165,24320,1
"20467",28165,7126,1
"20395",28167,29930,1
"1008",28168,10821,1
"20280",28169,25963,1
"5338",28170,28694,1
"6163",28171,16642,1
"22288",28172,10266,1
"586",28173,779,1
"14924",28173,13114,1
"12621",28174,25487,1
"21022",28175,26613,1
"6735",28177,28760,1
"14810",28178,2532,1
"18431",28179,3141,1
"15153",28180,24897,1
"10704",28181,8299,1
"17584",28183,29563,1
"19354",28184,3045,1
"23828",28186,23963,1
"22403",28187,15753,1
